Song Name,Closeness Score,Happy Score,Angry Score,Sad Score,Surprise Score,Fear Score,Prioritized Emotion,Artist Name,album,cleaned_lyrics,position
the problem with your daughter,0.18,0.25,0.06,0.12,0.25,0.31,Happy,Lord Huron,NA,i have come to speak with you about your daughter shes no girl; shes a woman sir; if she wants to go and see the world she oughta you have kept her here for twenty years alone but ill have you know shes fully grown and she sure knows just what she wants my god  if you wont allow her leaving i must take her im seeing red and id kill you dead if you tried to keep her here man you cant make her you imagine that shes just as pure as ever but i have been known to shake her bones; yeah weve been known to shudder and moan together  i am not the problem you are i am not the problem you are  i love her she loves me; i thought you should know i love her she loves me; i thought you should know,17
mermaids,0.27,0.32,0.08,0.19,0.19,0.22,None,Florence + the Machine,Dance Fever,i thought that i was hungry for love maybe i was just hungry for blood sea foam woman on the shore your prairie ghost im a cottage whore all the mermaids have sharp teeth razor blades all in your feet  england is only ever grey or green the girls glitter striding glorious and coatless in the rain i remember falling through these streets somewhat out of place if not for the drunkenness  it makes my chest hurt to think of it not of regret but of missing that  cheerful oblivion cheerful oblivion  it was not all pain and pavements slick with rain and shining under lights from shitty clubs and doing shitty drugs and hugging girls that smelt like britney spears and coconuts  and with your mermaid hair and your teeth so sharp you crawled from the sea to break that sailors heart you only get one night upon the shore so dance like youve never danced before and the dance floor is filling up with blood but oh lord youve never been so in love  cheerful oblivion cheerful oblivion cheerful oblivion  and the mermaids they come once a year they climb the struts of brighton pier they come to drink they come to dance to sacrifice a human heart and the world is so much wilder than you think you havent seen nothing till you seen an english girl drink  cheerful oblivion cheerful oblivion cheerful oblivion cheerful oblivion cheerful oblivion,11
only love can break your heart,0.28,0.3,0.07,0.3,0.22,0.11,None,Florence + the Machine,NA,when you were young and on your own how did it feel to be alone i was always thinking of games i should be playing how to make the best of my time  cause only love can break your heart try to be sure right from the start yes only love can break your heart what if your world should fall apart i have a friend ive never seen he hides his head inside a dream someone should call him and see if he can come out try to lose the down that hes found  cause only love can break your heart try to be sure right from the start yes only love can break your heart what if your world should fall apart i have a friend ive never seen he hides his head inside a dream only love can break your heart yes only love can break your heart,12
the problem with your daughter,0.02,0.25,0.06,0.12,0.25,0.31,Sad,Lord Huron,NA,i have come to speak with you about your daughter shes no girl; shes a woman sir; if she wants to go and see the world she oughta you have kept her here for twenty years alone but ill have you know shes fully grown and she sure knows just what she wants my god  if you wont allow her leaving i must take her im seeing red and id kill you dead if you tried to keep her here man you cant make her you imagine that shes just as pure as ever but i have been known to shake her bones; yeah weve been known to shudder and moan together  i am not the problem you are i am not the problem you are  i love her she loves me; i thought you should know i love her she loves me; i thought you should know,1
we went wild,0.01,0.47,0.06,0.18,0.06,0.24,Sad,Lord Huron,NA,she was wise beyond all others on the island she was my lover we went wild and it almost killed me i was blind but for thirteen days of sun and her i thought id never die i couldnt get tired though i should have been sleeping for the first time i wasnt hard of feeling and at night while the others were dreaming we went wild wed go running through the temples and the forests of the isle for thirteen of those sleepless nights i thought id never die  i dont know what the hell it was that gave me so much life on the island we went wild; we never closed our eyes dont know where shes gone or what shes done to who since then she loved me right into the ground; i wont go wild again i thought good times could last forever long nights and perfect weather i tried to never say never but i was wrong the wildness of those days well they couldnt last for long i woke up on the beach one day and found that she had gone the rains had come there was no sun i felt so deadly tired after thirteen days of loving her i felt like i could die  we went wild we went wild we went wild we went wild  we went wild we went wild we went wild we went wild we went wild,7
son of a gun,0.04,0.27,0.12,0.21,0.15,0.24,Sad,Lord Huron,NA,and imagine the places shed never go and there all alone she would pleasure herself with the thoughts of a man she would never know lying there she made a promise that one day shed run and shed find just the man she was looking for well she fell in love with that son of a gun but he was not the man that she took him for when he came to town he came rambling in on a great cloud of dust carried by the wind oh it wasnt long before he pulled her in and he asked her to come run away with him he saw a pretty young girl who was ready to run and she saw just the chance shed been looking for well she fell in love with that son of gun but he was not the man that she took him for they headed out west driving into the sun and he promised her she was the only one well he was a thief and hed steal just for fun hed go cruising around with his little gun he ran afoul of the law and decided to run and he left her alone with their little one well she was in love with that son of a gun and the story between them it wasnt done when she finds him she will make him regret he was ever born,9
i lied,0,0.07,0.05,0.22,0.51,0.15,Sad,Lord Huron,Long Lost,i swore that id become a better man for you and i tried i tried to change my ways and walk the line you follow i bore a flame that burned a thousand suns for you but it died i told you i could never love somebody else but i lied  mm mm mm mm i lied mm mm mm mm i lied  i told you id be coming back again for you but im not im going way out where the world will never find me i made a claim that i would dance until were bones with my bride i told you i would never leave you all alone but i lied  ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh  i read your letter in the morning by the lake and i cried they were tears of joy my chains are finally broken i made a vow to stand beside you till the day that i die told you i could never live without your love but i lied  mm mm mm mm i lied mm mm mm mm i lied mm mm mm mm i lied mm mm mm mm i lied mm mm mm mm i lied mm mm mm mm i lied,10
your other life,0.02,0.18,0.18,0.18,0.18,0.29,Sad,Lord Huron,Long Lost,i wont be the one to say youll never come back again though i dont think you will i wont be the reason why you stay until youre dead although i hoped you would  i know what youve done and i know who youve been dreaming of i know where you go in the dead of night you dont get to be the one whos young and wild and in love you dont get to live your other life  i dont need to hear you say youll never go wrong again because i know you will i dont need the reasons why youve done the things you did because its over with i wont waste another day on you ive played the fool i guess thats part of love i wont shed another tear ive nothing left to feel and now ive said enough  youre living in your other life ill leave you in another life  i just came to say that i will never forget you dear i cannot forgive your awful lies what i say today will be the very last words you hear you dont get to live your other life,14
the problem with your daughter,0,0.25,0.06,0.12,0.25,0.31,Angry,Lord Huron,NA,i have come to speak with you about your daughter shes no girl; shes a woman sir; if she wants to go and see the world she oughta you have kept her here for twenty years alone but ill have you know shes fully grown and she sure knows just what she wants my god  if you wont allow her leaving i must take her im seeing red and id kill you dead if you tried to keep her here man you cant make her you imagine that shes just as pure as ever but i have been known to shake her bones; yeah weve been known to shudder and moan together  i am not the problem you are i am not the problem you are  i love her she loves me; i thought you should know i love her she loves me; i thought you should know,5
we went wild,0.01,0.47,0.06,0.18,0.06,0.24,Angry,Lord Huron,NA,she was wise beyond all others on the island she was my lover we went wild and it almost killed me i was blind but for thirteen days of sun and her i thought id never die i couldnt get tired though i should have been sleeping for the first time i wasnt hard of feeling and at night while the others were dreaming we went wild wed go running through the temples and the forests of the isle for thirteen of those sleepless nights i thought id never die  i dont know what the hell it was that gave me so much life on the island we went wild; we never closed our eyes dont know where shes gone or what shes done to who since then she loved me right into the ground; i wont go wild again i thought good times could last forever long nights and perfect weather i tried to never say never but i was wrong the wildness of those days well they couldnt last for long i woke up on the beach one day and found that she had gone the rains had come there was no sun i felt so deadly tired after thirteen days of loving her i felt like i could die  we went wild we went wild we went wild we went wild  we went wild we went wild we went wild we went wild we went wild,7
son of a gun,0.005,0.27,0.12,0.21,0.15,0.24,Angry,Lord Huron,NA,and imagine the places shed never go and there all alone she would pleasure herself with the thoughts of a man she would never know lying there she made a promise that one day shed run and shed find just the man she was looking for well she fell in love with that son of a gun but he was not the man that she took him for when he came to town he came rambling in on a great cloud of dust carried by the wind oh it wasnt long before he pulled her in and he asked her to come run away with him he saw a pretty young girl who was ready to run and she saw just the chance shed been looking for well she fell in love with that son of gun but he was not the man that she took him for they headed out west driving into the sun and he promised her she was the only one well he was a thief and hed steal just for fun hed go cruising around with his little gun he ran afoul of the law and decided to run and he left her alone with their little one well she was in love with that son of a gun and the story between them it wasnt done when she finds him she will make him regret he was ever born,8
i lied,0.02,0.07,0.05,0.22,0.51,0.15,Angry,Lord Huron,Long Lost,i swore that id become a better man for you and i tried i tried to change my ways and walk the line you follow i bore a flame that burned a thousand suns for you but it died i told you i could never love somebody else but i lied  mm mm mm mm i lied mm mm mm mm i lied  i told you id be coming back again for you but im not im going way out where the world will never find me i made a claim that i would dance until were bones with my bride i told you i would never leave you all alone but i lied  ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh ooh  i read your letter in the morning by the lake and i cried they were tears of joy my chains are finally broken i made a vow to stand beside you till the day that i die told you i could never live without your love but i lied  mm mm mm mm i lied mm mm mm mm i lied mm mm mm mm i lied mm mm mm mm i lied mm mm mm mm i lied mm mm mm mm i lied,14
better things,0.19,0.04,0.12,0.24,0.29,0.31,None,Passion Pit,NA,that was our fifth song and i hope you enjoyed it now this would be our best song that you have ever heard the dirt bikes going on stage thank you  youre gonna drive me crazy youre gonna drive me mad you got an angel on your shoulder makin heavens out of less  i believe in believing the things that we dont see and the skin violin is where the neighbors wont read meals and the family heirloom jewelry with sets and heaps of thieves will cast down things that youve never ever seen like the gods like the glory like the stories that your fathers set before you like the tide that overcame you oh no oh no resonating in the canyons oh no this is rising to the clouds you might also like youre gonna drive me crazy youre gonna drive me mad you got an angel on your shoulder makin hairpins out of glass baby dont be unhappy baby dont be sad better things are coming i swear theres truth in that  im shooting off the cannons and the clouds begin to flow and the baskets weave but the ones heap are the ones well never keep just pretend that things are mobile and theyre never staying put and the way we were the day we climbed to the top of the steeple with its people spewing angels out their mouths and letting tables turn to charcoal in the lipstick and the lipstick in the evening oh no we were waving like the trees oh no then they moved us to the sky two or three times the bell will ring its when we look for the better things we search for this we all have none i feel it crash upon your skin i find it hard to believe theres more of these things behind the door do you miss me like i miss you do i miss you like you miss me x2,4
dreams,0.24,0.12,0,0.38,0.25,0.25,None,Passion Pit,Manners,oh my life is changing everyday every possible way though my dreams its never quite as it seems never quite as it seems  i know i felt like this before but now im feeling it even more because it came from you then i open up and see the person falling here is me a different way to be  i want more impossible to ignore impossible to ignore theyll come true impossible not to do impossible not to do  now i tell you openly you have my heart so dont hurt me for what i couldnt find totall me amazing mind so understanding and so kind youre everything to me you might also like,13
a new,0,0.14,0.29,0.29,0,0.29,Fear,Little Dragon,Machine Dreams,sworn to fast with all my might the clay was soft the future bright old fashioned ways that won’t erase out of control this building gate  blinded like new i’m feeling much stranger about you blinded like new i’m feeling much stranger about you  despite the shape this twisted form with open arms into the storm kept me kept and wanting more i saw you peaking through the door  blinded like new i’m feeling much stranger about you blinded like new i’m feeling much stranger about youyou might also like,1
only love can break your heart,0,0.3,0.07,0.3,0.22,0.11,Sad,Florence + the Machine,NA,when you were young and on your own how did it feel to be alone i was always thinking of games i should be playing how to make the best of my time  cause only love can break your heart try to be sure right from the start yes only love can break your heart what if your world should fall apart i have a friend ive never seen he hides his head inside a dream someone should call him and see if he can come out try to lose the down that hes found  cause only love can break your heart try to be sure right from the start yes only love can break your heart what if your world should fall apart i have a friend ive never seen he hides his head inside a dream only love can break your heart yes only love can break your heart,4
mermaids,0,0.32,0.08,0.19,0.19,0.22,Sad,Florence + the Machine,Dance Fever,i thought that i was hungry for love maybe i was just hungry for blood sea foam woman on the shore your prairie ghost im a cottage whore all the mermaids have sharp teeth razor blades all in your feet  england is only ever grey or green the girls glitter striding glorious and coatless in the rain i remember falling through these streets somewhat out of place if not for the drunkenness  it makes my chest hurt to think of it not of regret but of missing that  cheerful oblivion cheerful oblivion  it was not all pain and pavements slick with rain and shining under lights from shitty clubs and doing shitty drugs and hugging girls that smelt like britney spears and coconuts  and with your mermaid hair and your teeth so sharp you crawled from the sea to break that sailors heart you only get one night upon the shore so dance like youve never danced before and the dance floor is filling up with blood but oh lord youve never been so in love  cheerful oblivion cheerful oblivion cheerful oblivion  and the mermaids they come once a year they climb the struts of brighton pier they come to drink they come to dance to sacrifice a human heart and the world is so much wilder than you think you havent seen nothing till you seen an english girl drink  cheerful oblivion cheerful oblivion cheerful oblivion cheerful oblivion cheerful oblivion,11
smile upon me,0,0.46,0.04,0.23,0,0.27,Sad,Passion Pit,NA,everythings always better whenever im at rest im wound up tighter than a dried up birds nest and its the truth you know thats always the issue but when it starts getting blurry ones never better than two  theres a place in this world where people like me are found by people like you so find a place as this forever divine  oh yeah youre the best damn friend that ill ever have youll always smile upon me when the seasons bad youll always make me feel best even when im blue youll always smile upon me and ill smile upon you too  i dont know what i need now since everything has changed but if i did know one thing its me whos feeling strange cause everything is different and i dont react well to changes that come when your lifes becoming hell you might also like theres a place in this world where people like me are found by people like you so find a place as this forever divine  oh yeah youre the best damn friend that ill ever have youll always smile upon me when the seasons bad youll always make me feel best even when im blue youll always smile upon me and ill smile upon you too  theres a place in this world where people like me are found by people like you so find a place as this forever divine  oh yeah youre the best damn friend that ill ever have youll always smile upon me when the seasons bad youll always make me feel best even when im blue youll always smile upon me and ill smile upon you too,2
dreams,0,0.12,0,0.38,0.25,0.25,Sad,Passion Pit,Manners,oh my life is changing everyday every possible way though my dreams its never quite as it seems never quite as it seems  i know i felt like this before but now im feeling it even more because it came from you then i open up and see the person falling here is me a different way to be  i want more impossible to ignore impossible to ignore theyll come true impossible not to do impossible not to do  now i tell you openly you have my heart so dont hurt me for what i couldnt find totall me amazing mind so understanding and so kind youre everything to me you might also like,3
better things,0,0.04,0.12,0.24,0.29,0.31,Sad,Passion Pit,NA,that was our fifth song and i hope you enjoyed it now this would be our best song that you have ever heard the dirt bikes going on stage thank you  youre gonna drive me crazy youre gonna drive me mad you got an angel on your shoulder makin heavens out of less  i believe in believing the things that we dont see and the skin violin is where the neighbors wont read meals and the family heirloom jewelry with sets and heaps of thieves will cast down things that youve never ever seen like the gods like the glory like the stories that your fathers set before you like the tide that overcame you oh no oh no resonating in the canyons oh no this is rising to the clouds you might also like youre gonna drive me crazy youre gonna drive me mad you got an angel on your shoulder makin hairpins out of glass baby dont be unhappy baby dont be sad better things are coming i swear theres truth in that  im shooting off the cannons and the clouds begin to flow and the baskets weave but the ones heap are the ones well never keep just pretend that things are mobile and theyre never staying put and the way we were the day we climbed to the top of the steeple with its people spewing angels out their mouths and letting tables turn to charcoal in the lipstick and the lipstick in the evening oh no we were waving like the trees oh no then they moved us to the sky two or three times the bell will ring its when we look for the better things we search for this we all have none i feel it crash upon your skin i find it hard to believe theres more of these things behind the door do you miss me like i miss you do i miss you like you miss me x2,4
american blood,0,0.18,0.06,0.24,0.06,0.47,Sad,Passion Pit,Gossamer,oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh  oh american blood in my eyes and on my hands such an awful circumstance condone carry your woes just strike a match and then a pose but for whom nobody knows  and were gonna be alright and youre gonna keep me safe this night and were gonna be alright everything will be quite alright  for you and me for you and me for you and me you might also like oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh  oh american blood how my love always was young how it always felt so fun and then oh you went to my head all my limbs instantly dead upside down dangling by a thread  and were gonna be alright and youre gonna keep me safe this night and were gonna be alright everything will be quite alright  for you and me for you and me for you and me  whats it feel like whats it feel like to be alone whats it hurt like does it hurt you because you know that all of your blood could wash away the world in one massive wave could reach the highest peak and the deepest cave and were gonna be alright and youre gonna keep me safe this night and were gonna be alright everything will be quite alright  for you and me for you and me for you and me for you and me  every time she shares her blood the world starts leaving webs of love and in that tangled web is you and me,11
the problem with your daughter,0.03,0.25,0.06,0.12,0.25,0.31,Surprise,Lord Huron,NA,i have come to speak with you about your daughter shes no girl; shes a woman sir; if she wants to go and see the world she oughta you have kept her here for twenty years alone but ill have you know shes fully grown and she sure knows just what she wants my god  if you wont allow her leaving i must take her im seeing red and id kill you dead if you tried to keep her here man you cant make her you imagine that shes just as pure as ever but i have been known to shake her bones; yeah weve been known to shudder and moan together  i am not the problem you are i am not the problem you are  i love her she loves me; i thought you should know i love her she loves me; i thought you should know,4
your other life,0.01,0.18,0.18,0.18,0.18,0.29,Surprise,Lord Huron,Long Lost,i wont be the one to say youll never come back again though i dont think you will i wont be the reason why you stay until youre dead although i hoped you would  i know what youve done and i know who youve been dreaming of i know where you go in the dead of night you dont get to be the one whos young and wild and in love you dont get to live your other life  i dont need to hear you say youll never go wrong again because i know you will i dont need the reasons why youve done the things you did because its over with i wont waste another day on you ive played the fool i guess thats part of love i wont shed another tear ive nothing left to feel and now ive said enough  youre living in your other life ill leave you in another life  i just came to say that i will never forget you dear i cannot forgive your awful lies what i say today will be the very last words you hear you dont get to live your other life,13
son of a gun,0.05,0.27,0.12,0.21,0.15,0.24,Surprise,Lord Huron,NA,and imagine the places shed never go and there all alone she would pleasure herself with the thoughts of a man she would never know lying there she made a promise that one day shed run and shed find just the man she was looking for well she fell in love with that son of a gun but he was not the man that she took him for when he came to town he came rambling in on a great cloud of dust carried by the wind oh it wasnt long before he pulled her in and he asked her to come run away with him he saw a pretty young girl who was ready to run and she saw just the chance shed been looking for well she fell in love with that son of gun but he was not the man that she took him for they headed out west driving into the sun and he promised her she was the only one well he was a thief and hed steal just for fun hed go cruising around with his little gun he ran afoul of the law and decided to run and he left her alone with their little one well she was in love with that son of a gun and the story between them it wasnt done when she finds him she will make him regret he was ever born,14
st jude,0,0.11,0.04,0.52,0.22,0.11,Happy,Florence + the Machine,"How Big, How Blue, How Beautiful",another conversation with no destination another battle never won and each side is a loser so who cares who fired the gun and im learning so im leaving and even though im grieving im trying to find the meaning letting loss reveal it letting loss reveal it  st. jude the patron saint of the lost causes st. jude we were lost before she started st. jude we lay in bed as she whipped around us st. jude maybe ive always been more comfortable in chaos  and i was on the island and you were there too but somehow through the storm i couldnt get to you st. jude somehow she knew and she came to give her blessing while causing devastation and i couldnt keep my mouth shut i just had to mention grabbing your attention  st. jude the patron saint of the lost causes st. jude we were lost before she started st. jude we lay in bed as she whipped around us st. jude maybe ive always been more comfortable in chaos  st. jude st. jude st. jude st. jude  and im learning so im leaving and even though im grieving im trying to find the meaning letting loss reveal it letting loss reveal it and im learning so im leaving and even though im grieving im trying to find the meaning letting loss reveal it letting loss reveal it,10
bedroom hymns,0.01,0.14,0,0.14,0.46,0.25,Happy,Florence + the Machine,Ceremonials,this is as good a place to fall as any will you build our altar here make me your maria im already on my knees you had jesus on your breath and i caught him in mine sweating out confessions the undone and the divine cause  this is his body this is his love such selfish prayers and i cant get enough  whoa whoa yeah ah ah  spilt milk tears i did this for you spilling over the idol the black and the blue the sweetest submission drinking it in the wine the women the bedroom hymns  this is his body this is his love such selfish prayers and i cant get enough  whoa whoa ah ah whoa whoa yeah i cant get enough  im not here looking for absolution because i found myself an old solution im not here looking for absolution because i found myself an old solution  this is his body this is his love such selfish prayers and i cant get enough this is his body this is his love such selfish prayers and i cant get enough  whoa whoa yeah and i cant get enough whoa whoa yeah i cant get enough whoa whoa yeah ah ah,13
dreams,0,0.12,0,0.38,0.25,0.25,Fear,Passion Pit,Manners,oh my life is changing everyday every possible way though my dreams its never quite as it seems never quite as it seems  i know i felt like this before but now im feeling it even more because it came from you then i open up and see the person falling here is me a different way to be  i want more impossible to ignore impossible to ignore theyll come true impossible not to do impossible not to do  now i tell you openly you have my heart so dont hurt me for what i couldnt find totall me amazing mind so understanding and so kind youre everything to me you might also like,3
better things,0.01,0.04,0.12,0.24,0.29,0.31,Fear,Passion Pit,NA,that was our fifth song and i hope you enjoyed it now this would be our best song that you have ever heard the dirt bikes going on stage thank you  youre gonna drive me crazy youre gonna drive me mad you got an angel on your shoulder makin heavens out of less  i believe in believing the things that we dont see and the skin violin is where the neighbors wont read meals and the family heirloom jewelry with sets and heaps of thieves will cast down things that youve never ever seen like the gods like the glory like the stories that your fathers set before you like the tide that overcame you oh no oh no resonating in the canyons oh no this is rising to the clouds you might also like youre gonna drive me crazy youre gonna drive me mad you got an angel on your shoulder makin hairpins out of glass baby dont be unhappy baby dont be sad better things are coming i swear theres truth in that  im shooting off the cannons and the clouds begin to flow and the baskets weave but the ones heap are the ones well never keep just pretend that things are mobile and theyre never staying put and the way we were the day we climbed to the top of the steeple with its people spewing angels out their mouths and letting tables turn to charcoal in the lipstick and the lipstick in the evening oh no we were waving like the trees oh no then they moved us to the sky two or three times the bell will ring its when we look for the better things we search for this we all have none i feel it crash upon your skin i find it hard to believe theres more of these things behind the door do you miss me like i miss you do i miss you like you miss me x2,7
smile upon me,0.03,0.46,0.04,0.23,0,0.27,Fear,Passion Pit,NA,everythings always better whenever im at rest im wound up tighter than a dried up birds nest and its the truth you know thats always the issue but when it starts getting blurry ones never better than two  theres a place in this world where people like me are found by people like you so find a place as this forever divine  oh yeah youre the best damn friend that ill ever have youll always smile upon me when the seasons bad youll always make me feel best even when im blue youll always smile upon me and ill smile upon you too  i dont know what i need now since everything has changed but if i did know one thing its me whos feeling strange cause everything is different and i dont react well to changes that come when your lifes becoming hell you might also like theres a place in this world where people like me are found by people like you so find a place as this forever divine  oh yeah youre the best damn friend that ill ever have youll always smile upon me when the seasons bad youll always make me feel best even when im blue youll always smile upon me and ill smile upon you too  theres a place in this world where people like me are found by people like you so find a place as this forever divine  oh yeah youre the best damn friend that ill ever have youll always smile upon me when the seasons bad youll always make me feel best even when im blue youll always smile upon me and ill smile upon you too,10
cuddle fuddle,0,0.06,0.06,0.42,0.33,0.12,Happy,Passion Pit,NA,i filled the bucket i spilled the bucket out on the floor a mistake for sure consequences turned me hostile i got so tied in made me docile then you applauded when i was loving made me feel weak and i start recovering now i feel silly selfish and dizzy now i got this feeling that youll forgive me  and you know oh my god just please dont ever let me go yeah sometimes were high and sometimes were low put up with me then ill make you see that things are better when youre with me you might also like that was the night we kissed in the moonlight it was romantic but didnt feel so right cause something was lost then today its replenished but it was you who cleaned up my messes x2 and oh oh my god just please dont ever let me go yeah sometimes were high and sometimes were low put up with me then ill make you see that things are better when youre with me  x4 let down your hair let down your hair rapunzel rapunzel let down your hair  oh but i dont wanna know where you go and i dont want to see that youre coming along with me and i dont wanna go wherever you go i want the two of us to be just where we know and i dont want to know everything you know and i dont wanna see everything you see and i dont wanna go oh wherever you go oh no oh no oh no oh no oh no,6
dreams,0.02,0.12,0,0.38,0.25,0.25,Happy,Passion Pit,Manners,oh my life is changing everyday every possible way though my dreams its never quite as it seems never quite as it seems  i know i felt like this before but now im feeling it even more because it came from you then i open up and see the person falling here is me a different way to be  i want more impossible to ignore impossible to ignore theyll come true impossible not to do impossible not to do  now i tell you openly you have my heart so dont hurt me for what i couldnt find totall me amazing mind so understanding and so kind youre everything to me you might also like,13
better things,0.02,0.04,0.12,0.24,0.29,0.31,Angry,Passion Pit,NA,that was our fifth song and i hope you enjoyed it now this would be our best song that you have ever heard the dirt bikes going on stage thank you  youre gonna drive me crazy youre gonna drive me mad you got an angel on your shoulder makin heavens out of less  i believe in believing the things that we dont see and the skin violin is where the neighbors wont read meals and the family heirloom jewelry with sets and heaps of thieves will cast down things that youve never ever seen like the gods like the glory like the stories that your fathers set before you like the tide that overcame you oh no oh no resonating in the canyons oh no this is rising to the clouds you might also like youre gonna drive me crazy youre gonna drive me mad you got an angel on your shoulder makin hairpins out of glass baby dont be unhappy baby dont be sad better things are coming i swear theres truth in that  im shooting off the cannons and the clouds begin to flow and the baskets weave but the ones heap are the ones well never keep just pretend that things are mobile and theyre never staying put and the way we were the day we climbed to the top of the steeple with its people spewing angels out their mouths and letting tables turn to charcoal in the lipstick and the lipstick in the evening oh no we were waving like the trees oh no then they moved us to the sky two or three times the bell will ring its when we look for the better things we search for this we all have none i feel it crash upon your skin i find it hard to believe theres more of these things behind the door do you miss me like i miss you do i miss you like you miss me x2,11
american blood,0.02,0.18,0.06,0.24,0.06,0.47,Angry,Passion Pit,Gossamer,oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh  oh american blood in my eyes and on my hands such an awful circumstance condone carry your woes just strike a match and then a pose but for whom nobody knows  and were gonna be alright and youre gonna keep me safe this night and were gonna be alright everything will be quite alright  for you and me for you and me for you and me you might also like oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh  oh american blood how my love always was young how it always felt so fun and then oh you went to my head all my limbs instantly dead upside down dangling by a thread  and were gonna be alright and youre gonna keep me safe this night and were gonna be alright everything will be quite alright  for you and me for you and me for you and me  whats it feel like whats it feel like to be alone whats it hurt like does it hurt you because you know that all of your blood could wash away the world in one massive wave could reach the highest peak and the deepest cave and were gonna be alright and youre gonna keep me safe this night and were gonna be alright everything will be quite alright  for you and me for you and me for you and me for you and me  every time she shares her blood the world starts leaving webs of love and in that tangled web is you and me,13
dont cry,0.21,0.1,0,0.45,0.15,0.3,None,Little Dragon,Season High,even if i never told the truth when i said i always knew even when i felt confused i always had sides to choose and when i suddenly lost my track i managed to find my way back and fight for you  little darling dont cry you can see rainbows in the night little one uncover your eyes we can rewrite this naked lie  well be alright now well be alright now my love is like a real obsession to win dream on you win your peace flew closer with the wings of doves dont weep dont weep no more keep singing youll discover the reason why we love each other  little darling dont cry we can paint rainbows through the night little one uncover your eyes we can rewrite these awful lies you might also like even if we slept a million times even if you felt you were disguised even in a world of black and white still tryna reach the highest highs you know when i lost my tracks i managed to jump right jump right back and fight for you  little darling dont cry we can paint rainbows through the night little one uncover your eye we can rewrite this awful lie,2
mermaids,0,0.32,0.08,0.19,0.19,0.22,Angry,Florence + the Machine,Dance Fever,i thought that i was hungry for love maybe i was just hungry for blood sea foam woman on the shore your prairie ghost im a cottage whore all the mermaids have sharp teeth razor blades all in your feet  england is only ever grey or green the girls glitter striding glorious and coatless in the rain i remember falling through these streets somewhat out of place if not for the drunkenness  it makes my chest hurt to think of it not of regret but of missing that  cheerful oblivion cheerful oblivion  it was not all pain and pavements slick with rain and shining under lights from shitty clubs and doing shitty drugs and hugging girls that smelt like britney spears and coconuts  and with your mermaid hair and your teeth so sharp you crawled from the sea to break that sailors heart you only get one night upon the shore so dance like youve never danced before and the dance floor is filling up with blood but oh lord youve never been so in love  cheerful oblivion cheerful oblivion cheerful oblivion  and the mermaids they come once a year they climb the struts of brighton pier they come to drink they come to dance to sacrifice a human heart and the world is so much wilder than you think you havent seen nothing till you seen an english girl drink  cheerful oblivion cheerful oblivion cheerful oblivion cheerful oblivion cheerful oblivion,11
only love can break your heart,0,0.3,0.07,0.3,0.22,0.11,Angry,Florence + the Machine,NA,when you were young and on your own how did it feel to be alone i was always thinking of games i should be playing how to make the best of my time  cause only love can break your heart try to be sure right from the start yes only love can break your heart what if your world should fall apart i have a friend ive never seen he hides his head inside a dream someone should call him and see if he can come out try to lose the down that hes found  cause only love can break your heart try to be sure right from the start yes only love can break your heart what if your world should fall apart i have a friend ive never seen he hides his head inside a dream only love can break your heart yes only love can break your heart,12
we went wild,0,0.47,0.06,0.18,0.06,0.24,Fear,Lord Huron,NA,she was wise beyond all others on the island she was my lover we went wild and it almost killed me i was blind but for thirteen days of sun and her i thought id never die i couldnt get tired though i should have been sleeping for the first time i wasnt hard of feeling and at night while the others were dreaming we went wild wed go running through the temples and the forests of the isle for thirteen of those sleepless nights i thought id never die  i dont know what the hell it was that gave me so much life on the island we went wild; we never closed our eyes dont know where shes gone or what shes done to who since then she loved me right into the ground; i wont go wild again i thought good times could last forever long nights and perfect weather i tried to never say never but i was wrong the wildness of those days well they couldnt last for long i woke up on the beach one day and found that she had gone the rains had come there was no sun i felt so deadly tired after thirteen days of loving her i felt like i could die  we went wild we went wild we went wild we went wild  we went wild we went wild we went wild we went wild we went wild,2
son of a gun,0.02,0.27,0.12,0.21,0.15,0.24,Fear,Lord Huron,NA,and imagine the places shed never go and there all alone she would pleasure herself with the thoughts of a man she would never know lying there she made a promise that one day shed run and shed find just the man she was looking for well she fell in love with that son of a gun but he was not the man that she took him for when he came to town he came rambling in on a great cloud of dust carried by the wind oh it wasnt long before he pulled her in and he asked her to come run away with him he saw a pretty young girl who was ready to run and she saw just the chance shed been looking for well she fell in love with that son of gun but he was not the man that she took him for they headed out west driving into the sun and he promised her she was the only one well he was a thief and hed steal just for fun hed go cruising around with his little gun he ran afoul of the law and decided to run and he left her alone with their little one well she was in love with that son of a gun and the story between them it wasnt done when she finds him she will make him regret he was ever born,8
